"社会福祉法人宏志会 ","122名（2016年6月）","6〜10名","tenkaien@dan.wind.ne.jp  ","027-320-2228","〒370-0855  住所:群馬県高崎市下佐野町553番地  社会福祉法人宏志会　採用担当TEL:027-320-2228 "
"(株)コスメック ","270名","6〜10名","E-mail:webmaster@kosmek.co.jp","078-991-5117","〒651-2241神戸市西区室谷2丁目1番5号TEL078-991-5117"
"(株)デイワイ ","60名（2015年4月)","若干名","jinji@deiwai.co.jp","03-3379-528303-3379-5290","〒151-0053　東京都渋谷区代々木1-38-18 総務部　新卒採用担当　 TEL：03-3379-5283　FAX：03-3379-5290"
"大果大阪青果(株) ","325名(2016年3月)","11〜15名",NO DATA,NO DATA,"大阪市福島区野田1-1-86　業務管理棟10階管理部総務課　06-6469-5030"
"松本土建(株) ","123名（契約・パート19名を含む）","1〜5名","jinji@matsumotodoken.net","0263-47-9300","〒390-0852長野県松本市大字島立635-1総合管理本部　総務部　企画課　担当：高橋TEL：0263-47-9300"
"(株)ワン・ダイニング（ワンカルビ・きんのぶた・あぶりや等） ","正社員　384名 アルバイト　5,445名 合計5,849名（2016年4月1日現在）","26〜30名","saiyou@1dining.jp",NO DATA,"(株)ワン・ダイニング　　採用担当採用フリーダイヤル：0120-71-1129〒550-0013　大阪市西区新町1-27-9"
"(株)一号舘 ","正社員290名  パート社員延べ約1,500名","16〜20名","saiyou@ichigokan.co.jp","059-347-1010","〒510-0886三重県四日市市日永東3-4-1総務部／松本、森川TEL:059-347-1010"
"ヤマヒロ(株) ","355名(2015年12月現在)","6〜10名","recruit@yamahiro-jinji.com","0800-805-71361017","〒169−0074東京都新宿区北新宿4-1-1TEL:0800-805-7136（10時〜17時）採用担当：市川・大勝"
"(株)セイリン ","26名(2015年12月) ","6〜10名",NO DATA,"072-275-6556","(株)セイリン　【Curves（カーブス） FC加盟】採用担当者　宛〒 599-8236大阪府堺市中区深井沢町3282　KMKアドバンスビル3FTEL：072-275-6556"
"社会福祉法人ちとせ交友会 ","４９０名（平成28年4月現在）","16〜20名","recruit@chitosek.or.jp","042-442-4661","調布ヶ丘ちとせ保育園採用担当　：　原田・長谷・吉田〒182-0021東京都調布市調布ヶ丘3-7-7TEL　042-442-4661"
"(株)ヒーローズホールディングス【旧社名：東海出版(株)】 ","60名 (2016年1月) ","1〜5名","t-shoda@tokai-shuppan.co.jp","053-450-3511","静岡県浜松市中区板屋町111-2　浜松アクトタワー18F　TEL：053-450-3511URL http://tokai-shuppan.co.jp"
"アジアクエスト(株) ","国内 98名（2016年9月）","11〜15名","recruit@asia-quest.jp",NO DATA,"〒102-0072東京都千代田区飯田橋3-11-13　ダヴィンチ飯田橋ビル採用担当03-6261-2701"
"(株)大木家（オーギヤグループ） ","493名(男317名／女176名) ※グループ計839名(男性411名／女性428名)","21〜25名","a-kanada@ogi-ya.co.jp","0532-52-3776","■採用関係連絡先〒440-0881愛知県豊橋市広小路1-43TEL:0532-52-3776TEL:0120-54-5533［9:00〜18:00］　(採用フリーダイヤル)採用担当／金田（かなだ）、森安（もりやす）、後藤（ごとう）"
"(株)三陽 ","45名（2015年1月末現在）","6〜10名",NO DATA,"077-583-1237","(株)三陽　採用担当：足立〒524-0012　滋賀県守山市播磨田町3103TEL:077-583-1237"
"(株)カナエテクノス ","141名（男性70名、女性71名）　2015年10月期","1〜5名","y.ozaki@k-technos.com","0875-56-0850","〒768-0004香川県観音寺市柞田町丁93番地27(株)カナエテクノス　総務部 尾崎TEL:0875-56-0850FAX:0875-56-0815"
"(株)マルヤス【マルヤス／サポーレ】 ","680名（アルバイト・パート含む）","16〜20名","m-kubota@sapore.co.jp","059-228-2052","〒514-0028三重県津市柳山津興3289TEL：059-228-2052管理本部　新卒採用チーム"
"東彩ガス(株)【ニチガスグループ】 ","291名（2016年3月）　","21〜25名",NO DATA,"0120-78-1031","TEL:0120-78-1031"
"日本レオナ(株) ","4名","若干名","hn@ilovemyjob.jp","053-456-3383","日本レオナ(株)浜松市中区常磐町2番地の4担当：永井TEL:053-456-3383"
"新日本建販(株) ",NO DATA,"1〜5名","saiyou@njm.co.jp","0454734011","〒222‐0033 神奈川県横浜市港北区新横浜3-6-5 新横浜第一生命ビル7階担当：総務部／寺口 TEL：045‐473‐4011 "
"(株)富山常備薬グループ ","51人","6〜10名","tjgsupport@toyama-jobiyaku.co.jp","076-471-5661076-471-5662","〒930-0085 富山県富山市丸の内1丁目8番17号TEL：076-471-5661　FAX：076-471-5662採用担当／大崎"
"(有)チープ薬局 ","73名（正社員36名・アルバイト37名）（2015年12月）","1〜5名",NO DATA,"06-6836-5488","〒565-0855大阪府吹田市佐竹台2丁目5-19-101TEL:06-6836-5488採用担当"
"(株)NEXT MANAGEMENT Holdings ","グループ総人数40名（2016年2月現在）","1〜5名","info@group-nm.com",NO DATA,"〒160-0022 東京都新宿区新宿6-28-8　ラ・ベルティ新宿3Ｆ (株)NEXT MANAGEMENT Holdings　採用担当 アドレス：info@group-nm.com※E-mailにてお問い合わせ下さい。"
"京都建物(株) ","22名","6〜10名","info@kyototatemono.co.jp","0774-48-1616","京都建物(株)  新卒採用担当     TEL：0774-48-1616　"
"(株)リアンコーポレーション ","30名","1〜5名",NO DATA,"028-657-6730","採用担当：黒澤TEL：028-657-6730"
"(株)マルアイ ","310名","16〜20名","recruit@maruai.co.jp","055-272-1111","〒409-3692 山梨県西八代郡市川三郷町市川大門2603 (株)マルアイ　管理本部 総務人事課　 TEL: 055-272-1111 担当　遠藤・笠井 "
"東京シンコール(株) ","80名","1〜5名","saiyo@t-sincol.co.jp","0289-76-5611","TEL：0289-76-5611採用窓口：阿部"
"富士電工(株) ","60名（2015年4月1日現在）","若干名","fdrecruit@fujidenko.co.jp","03-3436-1171","富士電工(株)　管理本部総務・人事担当TEL：03-3436-1171（本社）"
"(株)ＬＤＳ ","30名","6〜10名","saiyou@l-ds.jp","03-6268-905003-6268-9049","〒102-0071東京都千代田区富士見2-2-1フォーサイトビル3階TEL:03-6268-9050　FAX:03-6268-9049採用担当　中村"
"大宝製袋(株) ","34名（2016年2月現在）","1〜5名","saiyou@taihouseitai.co.jp","06-6796-2968","大宝製袋（株）大阪市平野区加美北3丁目4番10号TEL：06-6796-2968採用担当:尾関まで"
"(株)フレイン ","400名","16〜20名","jinji1@frein.co.jp","0974-63-2727","〒878-0025竹田市大字拝田原201番地2人事課：浦松TEL:0974-63-2727"
"山一(株)  ","95名(2014年12月)","若干名","toshiaki_sano@yamaichi-web.co.jp","06-6447-5943","山一(株)〒550-0001　大阪市西区土佐堀一丁目4番11号　金鳥土佐堀ビル5F 経営情報事業部　採用担当：佐野利昭TEL:06-6447-5943（代表）"
"(株)ニッコクトラスト ","8,200名（うち正社員890名）","51〜100名","jinjinavi@nikkokutrust.com","03-6861-4460","〒103-0,012　東京都中央区日本橋堀留町2-4-3　新堀留ビル9F総務人事部教育研修課　新卒採用担当TEL：03-6861-4460"
"(株)香山組 ","50名（2015年4月現在）","6〜10名",":saiyo2017@kayamagumi.co.jp",NO DATA,"(株)香山組 〒660-0892 兵庫県尼崎市東難波町5丁目31番20号 06-6483-6100／採用担当"
"(株)アール・エス・ティー ","(株)RST：50名 グループ全体：83名（2016年2月現在）","6〜10名","saiyou@rst-s.com","054-266-7212","〒420-0836　静岡県静岡市葵区東町30-4 TEL　054-266-7212 RS本部人事課　平松万里絵"
"LiCROSS(株) ","65名（2016年1月現在）","6〜10名","recruit@licross.co.jp","03-5369-0880","〒160-0004東京都新宿区四谷1-2　伊藤ビル4FTEL：03-5369-0880採用担当宛"
"(株)ジュエリーピコ ","85名","若干名","info@j-piko.co.jp","088-699-0006-1030-1800","(株）ジュエリーピコ徳島県板野郡松茂町笹木野八北開拓1-163採用担当TEL：088-699-0006　[月-土10:30-18:00]"
"社会福祉法人十字の園 ","711名（常勤職員404名、非常勤職員307名）","11〜15名","director@jyuji.or.jp","053-414-1400053-420-2100","社会福祉法人十字の園 法人事務局 〒433-8105静岡県浜松市北区三方原町3014-1Tel；053-414-1400　Fax；053-420-2100担当：鹿野勝幸 ／ 鈴木　新 "
"(株)トーホーコーポレーション ","94名（社員:20名、パート:74名） ※2015年12月現在","1〜5名",NO DATA,"077-568-2321","〒525-0014滋賀県草津市駒井沢町118番地採用担当までTEL：077-568-2321"
"(株)ライフファーマ ","85名（2013年11月現在） ","1〜5名","info@life-pharma.net ","022-224-4850","〒980-0804　宮城県仙台市青葉区大町二丁目4番12号(株)ライフファーマ　採用担当／佐藤TEL：022-224-4850"
"クインバッグ(株) ","30名(男20名　女10名)","1〜5名","kanri@queenbag.co.jp","03-3864-0241","〒111-0053東京都台東区浅草橋2-28-5  採用担当　植田TEL:03-3864-0241"
"島根自動機(株) ","100名","6〜10名",NO DATA,"0852-82-0576","〒690-0331島根県松江市鹿島町佐陀宮内784総務　小竹TEL:0852-82-0576"
"メロディアン(株) ","280名（2015年4月度）","若干名","melodian@gakunavi.net","06-6210-2169","〒581-0833 大阪府八尾市旭ヶ丘1-33本社　総務課／瀬川TEL：06-6210-2169（採用直通ダイヤル）"
"JR九州ハウステンボスホテル(株)【ホテルオークラJRハウステンボス】 ","200名（2015年4月1日現在）","若干名","recruit@jrhtb.hotelokura.co.jp","0956-58-7120","〒859-3296長崎県佐世保市ハウステンボス町10番 企画　総務グループ　採用担当　樋口TEL:0956-58-7120"
"(株)AMG Solution  ","12名","1〜5名","recruit@amg-solution.jp","03-6435-6629","〒105-0021　東京都港区東新橋2-16-3 カーザベルソーレ5階TEL：03-6435-6629MAIL：recruit@amg-solution.jp"
"アイテックコンサルタント(株) ","60名（2016年3月）","若干名","info@itc-consul.com","03-6812-1190","〒169-0072東京都新宿区大久保1-7-18 アサヒニューシティビル2FTEL：03-6812-1190採用担当者宛て"
"(株)トーハン・コンピュータ・サービス ","30名（男23名、女7名／2016年11月現在）","1〜5名","saiyou@tohan-tcs.co.jp（採用専用）","03-3266-8831","〒162-0813 東京都新宿区東五軒町6-24　(株)トーハン本社ビル7F総務人事グループ　　渡辺・田辺TEL：03-3266-8831"
"(株)ミトラ ","47名（正社員)","1〜5名","recruit2017@mitla.co.jp","087-869-8288087-869-8377","〒761-0301香川県高松市林町2217-15　香川産業頭脳化センター250企画管理部 人事・採用担当TEL:087-869-8288 FAX:087-869-8377"
"(株)D's Company【ディースカンパニー】 ","49名（グループ全体）","6〜10名","ds-company@saiyo-p.com","03-5730-3725","(株)D's company〒305-0025 茨城県つくば市春日4-1-9矢口ビル203採用責任者：弦巻 宛TEL：03-5730-3725"
"東開工業(株) ","122名(2016年4月)","若干名","okawa@tokai-k.co.jp","024-593-4020024-593-4042","〒960-2154 福島県福島市佐倉下字観音堂11-3 東開工業(株)　総務部／大川TEL:024-593-4020　FAX :024-593-4042"
"白鳥製薬(株) ","146名（2015年8月）","若干名",NO DATA,"047-453-3161","〒275-0024　千葉県習志野市茜浜2-3-7総務部　採用担当TEL:047-453-3161（直）"
"(有)永井商會 ","33名（正社員30名：パート3名） （男性16名：女性17名）","11〜15名","ka_shigemi@nagasyo.jp/",NO DATA,"〒792-0865愛媛県新居浜市桜木町2-53ソフトバンク新居浜東　採用担当　重見　宛電話：0897-31-1333"
"木原興業(株) ","60名","若干名","soumu@kiharak.co.jp","0862252291","〒700-8701岡山市北区田町一丁目4番15号総務部　片山　光（カタヤマ　ヒカル）TEL:086ー225ー2291"
"(株)シーボン【東証一部上場】 ","1,159名（2016年3月※パート社員含まず）","51〜100名","saiyou_s@cbon.co.jp","0120-279-455","〒216-8556 神奈川県川崎市宮前区菅生1丁目20番8号 (株)シーボン　管理部　人事課　採用担当　菅谷　知佳TEL：0120-279-455（フリーダイヤル/通話料無料）平日　10：00〜18：00 "
"(株)マルヨシセンター ",NO DATA,"6〜10名",NO DATA,"087-874-5516","〒769-0198香川県高松市国分寺町国分367-1人事総務部TEL:087-874-5516"
"全但バス(株) ","340名　2016年3月期","1〜5名","soumu@zentanbus.co.jp",NO DATA,"電話番号　079-662-2136"
"(株)リオン・ドールコーポレーション ","3,243名（男825名、女2,418名） ","36〜40名","saiyo@liondor.jp","0242-26-211109001800","〒965-0878福島県会津若松市中町4-36人事部　担当／能渡（のと）TEL:0242-26-2111（09:00〜18:00）フリーダイヤル:0120-26-2112（10:00〜17:00）"
"(株)ジャパンビューティー ","14名（2016年2月現在）","6〜10名","info@japan-beauty.co.jp","06-6251-2244","(株)ジャパンビューティー　新卒採用係〒542-0081大阪市中央区南船場3-8-7　三栄ムアビル4階TEL:06-6251-2244FAX:06-6251-2234"
"(株)ミスターマックス(MrMax)【東証一部上場】 ","正社員754名","26〜30名","saiyo@mrmax.co.jp","0120-336-678","〒812-0064福岡市東区松田1-5-7人事部人事課／河邊TEL：0120-336-678（直）時間帯：9：00〜18：00（月曜〜金曜）"
"(株)大阪美装 ","54名（2016年4月時点）","若干名","stakamatsu@osakabiso.net","072-630-6608","(株)大阪美装〒566-0035　大阪府摂津市鶴野2-3-19TEL:072-630-6608　採用担当宛"
"グリーン近江農業協同組合 ","478名（正職員）134名（臨時職員）（2016.4）","1〜5名","kanri@jagreenohmi.jashiga.co.jp","0748-25-5102","グリーン近江農業協同組合　人事課採用担当〒527-0029滋賀県東近江市八日市町1-17TEL：0748-25-5102"
"(株)ヤマニシ ","152名（2016年6月）","1〜5名","y.shibuya@yamanishi-miyagi.co.jp","0225-82-5551","〒986-0843 　宮城県石巻市西浜町1番地2 (株)ヤマニシ　採用担当　澁谷TEL:0225-82-5551（代表）"
"飯島畜産(株) ","50名","1〜5名","【MAIL】masuda@iijima1129.co.jp","0291-39-21810291-39-2696","飯島畜産株式会社 採用担当　増田〒311-2111　茨城県鉾田市上沢1746-4 TEL:0291-39-2181　FAX：0291-39-2696 【MAIL】masuda@iijima1129.co.jp"
"SBIマネープラザ(株) ","283名","6〜10名","saiyo_mp@sbigroup.co.jp","03-6229-0876","SBIマネープラザ(株)〒106-6017　東京都港区六本木1-6-1　泉ガーデンタワー17FTEL：03-6229-0876総務人事部　採用担当　　 "
"国立研究開発法人日本原子力研究開発機構 ",NO DATA,"51〜100名","jinji-saiyo@jaea.go.jp","029-282-9482","〒319-1184茨城県那珂郡東海村舟石川765番地1国立研究開発法人日本原子力研究開発機構人事部　人事課TEL：029-282-9482"
"(株)ムラカミ ","833名（連結）269名（単体）（2016年2月29日現在）","1〜5名","saiyou@murakami.co.jp","03-3625-8125","株式会社ムラカミ〒130-0003　東京都墨田区横川5-3-10総務部（本社）　採用担当 小木曽（こぎそ）TEL：03-3625-8125"
"(株)国華園 ","300名","若干名","mail　m7kishiwaki@kokkaen.co.jp","0725-92-2737","〒594-1125大阪府和泉市善正町10(株)国華園TEL　0725-92-2737mail　m7kishiwaki@kokkaen.co.jp採用担当　弓場"
"(株)ワイズ ","60名（2015年4月現在）","1〜5名","jinji@waiz-g.jp","072-635-1566","〒566-0034大阪府摂津市香露園2-8本社採用担当　萩原TEL:072-635-1566"
"(株)TKC ","150名（2015年4月現在） ","6〜10名","recruit@tensaikids.jp","044-819-6711","天才キッズクラブ 上麻生園川崎市麻生区上麻生1-10-6井上ハイツ101TEL：044-819-6711担当:人事担当者宛て"
"ピアス(株)【ピアスグループ／イミュ、カバーマーク、アクセーヌ、ケサランパサラン、翠松堂製薬 他】 ","2,700名（2015年3月現在）","51〜100名","◆販売職　採用担当saiyou-pg@pias.co.jp◆総合職（技術系／事務系）　採用担当saiyou-pg@pias.co.jp",NO DATA,"ピアスグループ【ピアス(株)】〒531-0072大阪市北区豊崎3-19-3　ピアスタワー職種別に電話番号が異なりますので、ご注意ください。◆販売職　採用担当0120-003-649◆総合職（技術系／事務系）　採用担当06-6376-5648"
"(株)千葉薬品(ヤックスドラッグ) ","2,140名（2016年2月時点）","51〜100名","薬剤師：yakuzaishisaiyo@yacs.jp総合職：saiyo@yacs.jp","0120-973-760","(株)千葉薬品〒260-8564　千葉県千葉市中央区問屋町1番35号ポートサイドタワー28階TEL：0120-973-760薬学生採用担当人事部　岡田・土田総合職採用担当人事部　浅井・吉田"
"(株)ジー・エイチ・エフ・マネジメント 【とんかつ新宿さぼてん、謝朋殿】 ","約8,000名 ※2015年9月現在","36〜40名","s-saiyou@ghf.jp",NO DATA,"〒163-1419東京都新宿区西新宿3-20-2　東京オペラシティータワー19F（グリーンハウスフーズ本社内）■グリーンハウスフーズグループ(株)ジー・エイチ・エフ・マネジメント人事総務部　人事採用担当e-mail：s-saiyou@ghf.jp (採用事務局アドレス)※応募に関するお問い合わせは、原則『Eメール』にてお願いいたします。※メールには、フルネーム、学校名の明記をお願い致します。"
"(株)丸天産業 ","40名（2015年4月現在）","1〜5名","momoi@maruten.co.jp","052-241-3686","採用担当　桃井TEL:052-241-3686"
"伊勢原市役所 ",NO DATA,"若干名",NO DATA,"0463-94-4711","伊勢原市役所　総務部職員課〒259-1188伊勢原市田中348TEL：0463-94-4711(代表)"
"(株)ヨークベニマル ","2,660名（2016年2月実績）","101〜200名","info@yb-jinji.com ","0120-889-409","株式会社ヨークベニマル 〒963-8543福島県郡山市朝日二丁目18番2号担当：人事室 人事担当　長谷川 TEL：0120-889-409（ヨークベニマル採用センター）E-mail：　info@yb-jinji.com "
"サンキ工業(株) ","90名","1〜5名","kawashima@interpres.co.jp","052-209-9969","サンキ工業(株)の採用は、(株)インテルプレスがお手伝いしています。ご質問等があれば、お気軽に下記までご連絡ください。(株)インテルプレス　川島TEL:052-209-9969Mail:kawashima@interpres.co.jp"
"(株)原田フーズ ","30名","1〜5名","job@haradafoods.co.jp","0744-34-7125","〒636-0302奈良県磯城郡田原本町宮古718-1TEL　0744-34-7125　担当／雑喉谷(ザコタニ)・小林・原田"
"タイムズサービス(株)【パーク24グループ】 ",NO DATA,"36〜40名","welcome@park24.co.jp","03-3213-8806","東京都千代田区有楽町2-7-1 有楽町イトシア20階グループ人事部　新卒採用担当TEL:03-3213-8806"
"極東高分子(株) ","270名","6〜10名","soumu@kyokutou.co.jp","0134-62-2111","〒047-0261北海道小樽市銭函2丁目56番1号 極東高分子(株)　採用担当TEL:0134-62-2111（代表） "
"(株)リンクスマイル ","52名(2016年3月)","1〜5名","shinagawa@linksmile.biz","03-5829-8306","〒101-0032 東京都千代田区岩本町1-2-17　トキワビル 2F担当品川TEL：03-5829-8306FAX：03-3861-6193"
"エコラル(株) ","40名　 ※2016年3月現在","6〜10名","roumu@ecoral-jpn.com ","0270500018","エコラル(株)群馬支社：群馬県伊勢崎市宮子町3143番地 都市開発建設宮子町ビル2FTEL：0270−50−0018　採用担当：渡邊"
"(株)茨城さえき【マルヘイストア】 ","正社員65名（ほか250名）","1〜5名","soumu-jinjika@ibarakisaeki.jp","0299-85-0505","(株)茨城さえき　本社:茨城県鹿嶋市宮津台4769-3TEL:0299-85-0505　採用担当まで"
"(株)パナホーム山梨 ","58名（男49名・女9名）","1〜5名","k-ono@yamanashi.panahome.co.jp","055-228-7221","〒400-0041山梨県甲府市上石田4-12-1TEL.055-228-7221 （本社）フリーダイヤル：0120-28-7239 （総務グループ直通）担当：小野"
"(株)鹿熊組 ","86名","1〜5名","会社HPのメールフォームからお問い合わせいただけます。","026-235-3311","〒380-0813長野市緑町1631-3TEL:026-235-3311採用担当まで"
"(株)グレッゾ ","57名(2015年12月1日現在)","若干名","recruit@grezzo.co.jp",NO DATA,"〒150-0002　東京都渋谷区渋谷3-27-11 祐真ビル新館3階(株)グレッゾ　採用担当"
"(株)シンセイ福岡 ",NO DATA,"1〜5名","tsukazaki-r@shinsei-fukuoka.co.jp","0949-52-0258","〒822-0132　福岡県宮若市小伏1841-1TEL 0949-52-0258（代表）　FAX 0949-52-0260採用担当：岡本・塚崎"
"(株)スターランド ","15名（男性10名 女性5名）  ","6〜10名","starland@starland.co.jp","054-645-0707","〒426-0037 静岡県藤枝市青木3丁目14番1号　ソフィアビル2・3Ｆ 採用担当／安達 TEL 054-645-0707 FAX 054-644-5034 "
"(株)ヒューマンサイエンス ","106名（男性58名・女性48名／2015年10月1日現在）","若干名","new-recruit@science.co.jp","03-5321-311103-5321-3112","〒163-0710東京都新宿区西新宿2-7-1　小田急第一生命ビル10F・13F担当／採用担当TEL：03-5321-3111　FAX：03-5321-3112"
"551蓬莱グループ【(株)蓬莱／(株)551蓬莱】 ","連結：1,380名（正社員：820名）　※2014年12月現在","11〜15名","jinji@551horai.co.jp","06-7733-0552","◆本社〒556-0022　大阪市浪速区桜川4-2-5 551蓬莱グループ　採用担当TEL：06-7733-0552（直通）"
"エムティーホールディングス(株)【宮崎トヨタ自動車(株)、トヨタカローラ宮崎(株)、ネッツトヨタ宮崎(株)、ネッツトヨタヒムカ(株)、トヨタL&F宮崎(株)】 ","926名（2015年3月現在） ※グループ計","1〜5名",NO DATA,"0985-39-2211","〒880-0123宮崎市大字芳士字谷口692-17宮崎トヨタ自動車(株)採用担当：管理部　清原、総合企画室　江谷TEL：0985-39-2211〒880-0036宮崎市花ヶ島町立毛1007-1トヨタカローラ宮崎(株)採用担当：総合企画室　佐土嶋TEL：0985-25-1111〒880-0123宮崎市大字芳士字谷口692−50ネッツトヨタ宮崎(株)採用担当：企画室　柴田TEL：0985-39-5151〒880-0036 宮崎県宮崎市花ヶ島町新地橋110-11ネッツトヨタヒムカ(株)採用担当：管理部　左高TEL：0985-25-1115〒880-0036宮崎市花ケ島町小無田654番地トヨタエルアンドエフ宮崎(株)採用担当：総務部　米田TEL：0985-39-5115"
"(株)新富士空調 ","170名","6〜10名",NO DATA,"048-541-1551","〒365-0042　埼玉県鴻巣市松原1-1-12総務部人事課　中村TEL:048-541-1551"
"三重交通(株) ","1,327名","21〜25名","saiyo@sanco.co.jp","059-229-5515","〒514-8635　三重県津市中央1-1　人事部　採用チーム　谷　　TEL:059-229-5515　　FAX:059-229-5544"
"(株)デザインK ","30名 ","若干名","kikaku@designk.co.jp",NO DATA,"〒106-0032東京都港区六本木1-7-27　全特六本木ビル1F電話：03-5545-1101(採用担当) "
"MMPC税理士法人 ","44名（2015年4月、現在）","1〜5名","recruit@matui.net","0577-34-2424","・高山オフィス 岐阜県高山市西之一色町３−６７８ TEL:0577-34-2424E-mail　recruit@matui.net採用担当　松田浩延"
"(株)アイルネット（販売部採用） ","180名（2016年3月）","16〜20名","saiyo@islenet.co.jp","050-5528-9777","〒107-0062東京都港区南青山1-1-1　新青山ビル　東館15Ｆ管理部　採用担当TEL:050-5528-9777"
"(株)マスダ ","190名(2015年12月)","1〜5名","m.info2@mtoufu-kobo.co.jp","0265-85-2086","〒399-4301　長野県上伊那郡宮田村6689-1(株)マスダ　採用担当:総務課 増田雅敏TEL:0265-85-2086"
"(有)城西調剤薬局 ","36名","1〜5名",NO DATA,"089-971-3312","〒791-0054　愛媛県松山市空港通七丁目13番1号(有)城西調剤薬局採用担当　植田TEL：089-971-3312"
"(株)オープンストリーム（豆蔵ホールディングスグループ） ","247名(2016年4月現在)","11〜15名","shigoto2017@mamezou-hd.com","03-5339-2100","(株)豆蔵ホールディングス　新卒採用担当〒163-0434　東京都新宿区西新宿2-1-1 新宿三井ビルディング 34階TEL：03-5339-2100（豆蔵ホールディングス新卒採用窓口）"
"(株)ティーエスインターナショナル ","社員：51名 パート・アルバイト：36名","1〜5名","hr@tsi.gr.jp","078-851-3361","(株)ティーエスインターナショナル　人事部〒658-0063 兵庫県神戸市東灘区住吉山手4-7-28TEL：078-851-3361(人事部直通)営業時間：9〜18時(定休日：土・日・祝日)"
"(株)布屋 （マクドナルド） ","48名（男性：28名 女性：20名） (2015年4月)","6〜10名",NO DATA,"0296-48-6025","〒308-0847　茨城県筑西市二木成１０３５(株)布屋　新卒採用チームTEL:0296-48-6025 "
"プリテックグループ ","230名［グループ合計］","1〜5名",NO DATA,"0563-55-0707","〒445-0804　愛知県西尾市緑町1丁目24番地本社総務採用担当／鈴木、佐藤TEL：0563-55-0707"
"(株)ノザワ ","281名（単独）316名(連結）（2016年3月31日現在）","11〜15名","rcrtn-dep@nozawa-kobe.co.jp","078-333-4114","〒650-0035兵庫県神戸市中央区浪花町15番地 TEL:078-333-4114（受付・平日09:00〜17:45）総務部　採用担当まで"
"(株)アットオフィス ","152名（2015年4月現在） ","1〜5名",NO DATA,NO DATA,"電話番号：03-5843-7311採用担当宛にお問い合わせください。"
"下津井電鉄(株) ","217名","1〜5名","nt-hashimoto@shimoden.co.jp(担当：橋本）","086-233-8811","総務部　人事課：橋本 夏美TEL：086-233-8811"
"社会福祉法人博光福祉会 ","930名（2015年12月現在）","31〜35名","jinji@julien.or.jp","0721-52-3888","社会福祉法人　博光福祉会(ハッコウフクシカイ)〒586-0094　大阪府河内長野市小山田町448-2TEL:0721-52-3888FAX:0721-52-3899(本部)"
"(株)テイクアンドギヴ・ニーズ ","［単体］1,469人  ［連結］2,201人 (2015年9月30日現在)","若干名","rec17@tgn.co.jp","03-3471-6843","(株)テイクアンドギヴ・ニーズ　 【本社】 〒140-0002 東京都品川区東品川2-3-12 シーフォートスクエアセンタービル17F TEL:03-3471-6843担当／総務人事部 新卒採用担当"
"(株)SAEDA ","78名（2015年12月）","6〜10名","higashi@saeda.co.jp","082-263-7699","〒732-0048広島市東区山根町28-16BS推進部　東（ひがし）TEL:082-263-7699"
"公益社団法人福岡医療団【千鳥橋病院・緩和ケア併設たたらリハビリテーション病院】  ","1,373名（2015年4月現在）","若干名","jinji-iryoudan@fid.jp","092-651-3869","〒812-0044福岡市博多区千代5-18-1公益社団法人福岡医療団　人事部採用担当今井TEL:092-651-3869"
"(株)味一番フード【めん房本陣】 ","約200名（2015年5月） ","1〜5名","info@menbo-honjin.com","076-245-3118","(株)味一番フード　採用担当　下川　瑞恵〒921-8164　石川県金沢市久安2丁目334TEL:076-245-3118FAX:076-245-3119"
"(株)Standard ","15名","1〜5名",NO DATA,"055-955-7700","　(株)Standard　　〒410-0822　静岡県沼津市下香貫下障子3152-3　　採用担当:渡邉裕未　　TEL:055-955-7700　　FAX:055-955-7711"
"レグセントジョイラー(株) ","250名(2016年9月1日現在)","26〜30名","j-inagaki@legcent.com","047-312-1121","〒270-0034千葉県松戸市新松戸4-37 野沢天祐堂第2ビル6FTEL : 047-312-1121"
"みらい薬局グループ【瑞兆北陸(株)／瑞兆医薬(有)】 ","27人 ※2015年9月15日現在","1〜5名",NO DATA,NO DATA,"金沢市松村4丁目307番地（松村みらい薬局2F）みらい薬局グループ　担当／小川076-255-1333"
"マネぷらホールディングス(株) ","27名（2016年3月現在)","1〜5名","a.tsuboi@real-partners.co.jo","045-900-0224","【マネぷらホールディングス(株)】TEL:045-900-0224採用担当者宛"
"(株)ビジュアルビジョン ","1,600名","46〜50名","tatsuya.kobayashi@kvisualvision.com",NO DATA,"〒330-0845 埼玉県さいたま市大宮区仲町1-54-3　ビジョナリー3　8階 電話：048-640-4300 採用・研修担当　　小林　達也"
"(株)トミダヤ ","◆単体700人（正社員166人） ◆グループ5800人（正社員1306人） （平成28年2月） ","31〜35名",NO DATA,"058-328-5228","株式会社トミダヤ ◆人事　採用担当◆所在地： 〒501-0304　岐阜県瑞穂市田之上168番地◆TEL： 058-328-5228"
"ダンロップタイヤ関東(株) ","383名（2015年12月現在） ","6〜10名",NO DATA,"048-687-8020","ダンロップタイヤ関東(株)採用担当〒337-0003 さいたま市見沼区深作2丁目23−1 TEL:048-687-8020 "
"アビリティーセンター(株) ","110名（2015年12月） ※正社員54名・準社員4名・契約社員52名（うち障がい者9名） ","6〜10名","saiyo@abi.co.jp","0897-34-2590","〒792-0812愛媛県新居浜市坂井町2-3-17 採用担当　大西あおい TEL:0897-34-2590 FAX:0897-34-2081FB：https://www.facebook.com/abi.recruiting"
